ICAO;Sentido;Cenário;Ano;Carga (kg)
SBGR;Importação;Tendencial;2031;308495742,9
SBGR;Importação;Tendencial;2032;315650444,1
SBGR;Importação;Tendencial;2033;322810825,7
SBGR;Importação;Tendencial;2034;330037454,1
SBGR;Importação;Tendencial;2035;337384990,4
SBGR;Importação;Tendencial;2036;344909129,9
SBGR;Importação;Tendencial;2037;352656515,5
SBGR;Importação;Tendencial;2038;360668244,4
SBGR;Importação;Tendencial;2039;368976775,1
SBGR;Importação;Tendencial;2040;377607521,6
SBGR;Importação;Tendencial;2041;386574969
SBGR;Importação;Tendencial;2042;395888219,5
SBGR;Importação;Tendencial;2043;405547521,2
SBGR;Importação;Tendencial;2044;415548173,1
SBGR;Importação;Tendencial;2045;425880064,1
SBGR;Importação;Tendencial;2046;436530926,8
SBGR;Importação;Tendencial;2047;447484997
SBGR;Importação;Tendencial;2048;458727163,7
SBGR;Importação;Tendencial;2049;470241633,1
SBGR;Importação;Tendencial;2050;482014797,7
SBGR;Importação;Tendencial;2051;494034800,5
SBGR;Importação;Tendencial;2052;506294053,8
SBGR;Importação;Tendencial;2053;518788073,5
SBGR;Importação;Tendencial;2054;531517844
SBSV;Importação;Tendencial;2025;1919609,57
SBSV;Importação;Tendencial;2026;1941276,805
SBSV;Importação;Tendencial;2027;1994856,698
SBSV;Importação;Tendencial;2028;2051002,461
SBSV;Importação;Tendencial;2029;2107241,842
SBSV;Importação;Tendencial;2030;2164092,904
SBSV;Importação;Tendencial;2031;2221880,221
SBSV;Importação;Tendencial;2032;2280784,093
SBSV;Importação;Tendencial;2033;2340835,469
SBSV;Importação;Tendencial;2034;2402058,416
SBSV;Importação;Tendencial;2035;2464428,857
SBSV;Importação;Tendencial;2036;2527945,483
SBSV;Importação;Tendencial;2037;2592586,768
SBSV;Importação;Tendencial;2038;2658366,199
SBSV;Importação;Tendencial;2039;2725293,24
SBSV;Importação;Tendencial;2040;2793411,434
SBSV;Importação;Tendencial;2041;2862769,626
SBSV;Importação;Tendencial;2042;2933445,368
SBSV;Importação;Tendencial;2043;3005518,506
SBSV;Importação;Tendencial;2044;3079093,514
SBSV;Importação;Tendencial;2045;3154272,567
SBSV;Importação;Tendencial;2046;3231173,618
SBSV;Importação;Tendencial;2047;3309910,148
SBSV;Importação;Tendencial;2048;3390603,714
SBSV;Importação;Tendencial;2049;3473365,539
SBSV;Importação;Tendencial;2050;3558310,073
SBSV;Importação;Tendencial;2051;3645537,531
SBSV;Importação;Tendencial;2052;3735146,877
SBSV;Importação;Tendencial;2053;3827222,742
SBSV;Importação;Tendencial;2054;3921846,511
SBKP;Importação;Tendencial;2025;118417673
SBKP;Importação;Tendencial;2026;133831626,7
SBKP;Importação;Tendencial;2027;143763383,6
SBKP;Importação;Tendencial;2028;151004005,7
SBKP;Importação;Tendencial;2029;157128062,5
SBKP;Importação;Tendencial;2030;162791165,9
SBKP;Importação;Tendencial;2031;168256187,6
SBKP;Importação;Tendencial;2032;173642117,7
SBKP;Importação;Tendencial;2033;179019717,8
SBKP;Importação;Tendencial;2034;184442739,1
SBKP;Importação;Tendencial;2035;189954970,9
SBKP;Importação;Tendencial;2036;195599120,9
SBKP;Importação;Tendencial;2037;201410461,4
SBKP;Importação;Tendencial;2038;207419905,7
SBKP;Importação;Tendencial;2039;213651828,8
SBKP;Importação;Tendencial;2040;220125296,4
SBKP;Importação;Tendencial;2041;226851183,9
SBKP;Importação;Tendencial;2042;233836333,8
SBKP;Importação;Tendencial;2043;241080948,5
SBKP;Importação;Tendencial;2044;248581526,6
SBKP;Importação;Tendencial;2045;256330510,8
SBKP;Importação;Tendencial;2046;264318724,5
SBKP;Importação;Tendencial;2047;272534370,2
SBKP;Importação;Tendencial;2048;280966135,5
SBKP;Importação;Tendencial;2049;289602192,4
SBKP;Importação;Tendencial;2050;298432349,2
SBKP;Importação;Tendencial;2051;307447721,6
SBKP;Importação;Tendencial;2052;316642622,3
SBKP;Importação;Tendencial;2053;326013687,6
SBKP;Importação;Tendencial;2054;335561649,9
SBGL;Importação;Tendencial;2025;41939980,66
SBGL;Importação;Tendencial;2026;43569810,94
SBGL;Importação;Tendencial;2027;45077811,02
SBGL;Importação;Tendencial;2028;46233581,91
SBGL;Importação;Tendencial;2029;47254810,02
SBGL;Importação;Tendencial;2030;48260847,47
SBGL;Importação;Tendencial;2031;49292873,09
SBGL;Importação;Tendencial;2032;50362553,91
SBGL;Importação;Tendencial;2033;51470763,02
SBGL;Importação;Tendencial;2034;52616197,45
SBGL;Importação;Tendencial;2035;53796505,51
SBGL;Importação;Tendencial;2036;55009943,28
SBGL;Importação;Tendencial;2037;56254638,77
SBGL;Importação;Tendencial;2038;57529523,9
SBGL;Importação;Tendencial;2039;58833581,51
SBGL;Importação;Tendencial;2040;60166506,86
SBGL;Importação;Tendencial;2041;61528186,51
SBGL;Importação;Tendencial;2042;62919123,23
SBGL;Importação;Tendencial;2043;64339970,64
SBGL;Importação;Tendencial;2044;65791946,84
SBGL;Importação;Tendencial;2045;67276349,66
SBGL;Importação;Tendencial;2046;68794884,48
SBGL;Importação;Tendencial;2047;70349294,23
SBGL;Importação;Tendencial;2048;71941575,97
SBGL;Importação;Tendencial;2049;73573635,1
SBGL;Importação;Tendencial;2050;75247517,14
SBGL;Importação;Tendencial;2051;76965072,72
SBGL;Importação;Tendencial;2052;78728178,35
SBGL;Importação;Tendencial;2053;80538483,6
SBGL;Importação;Tendencial;2054;82397599,42
SBBR;Importação;Tendencial;2025;1626398,101
SBBR;Importação;Tendencial;2026;1693640,293
SBBR;Importação;Tendencial;2027;1768498,209
SBBR;Importação;Tendencial;2028;1831092,874
SBBR;Importação;Tendencial;2029;1887912,424
SBBR;Importação;Tendencial;2030;1943332,097
SBBR;Importação;Tendencial;2031;1999088,061
SBBR;Importação;Tendencial;2032;2055844,863
SBBR;Importação;Tendencial;2033;2113790,965
SBBR;Importação;Tendencial;2034;2172992,019
SBBR;Importação;Tendencial;2035;2233427,202
SBBR;Importação;Tendencial;2036;2295084,325
SBBR;Importação;Tendencial;2037;2357928,176
SBBR;Importação;Tendencial;2038;2421957,124
SBBR;Importação;Tendencial;2039;2487166,793
SBBR;Importação;Tendencial;2040;2553587,048
SBBR;Importação;Tendencial;2041;2621254,374
SBBR;Importação;Tendencial;2042;2690234,323
SBBR;Importação;Tendencial;2043;2760596,002
SBBR;Importação;Tendencial;2044;2832433,439
SBBR;Importação;Tendencial;2045;2905839,487
SBBR;Importação;Tendencial;2046;2980923,086
SBBR;Importação;Tendencial;2047;3057789,622
SBBR;Importação;Tendencial;2048;3136552,927
SBBR;Importação;Tendencial;2049;3217317,426
SBBR;Importação;Tendencial;2050;3300191,135
SBBR;Importação;Tendencial;2051;3385268,7
SBBR;Importação;Tendencial;2052;3472643,867
SBBR;Importação;Tendencial;2053;3562396,78
SBBR;Importação;Tendencial;2054;3654604,668
SBFL;Importação;Tendencial;2025;5397760,044
SBFL;Importação;Tendencial;2026;5375554,156
SBFL;Importação;Tendencial;2027;5447756,44
SBFL;Importação;Tendencial;2028;5529229,33
SBFL;Importação;Tendencial;2029;5611119,741
SBFL;Importação;Tendencial;2030;5692823,52
SBFL;Importação;Tendencial;2031;5774364,064
SBFL;Importação;Tendencial;2032;5855864,717
SBFL;Importação;Tendencial;2033;5937359,269
SBFL;Importação;Tendencial;2034;6018939,704
SBFL;Importação;Tendencial;2035;6100671,987
SBFL;Importação;Tendencial;2036;6182688,423
SBFL;Importação;Tendencial;2037;6265115,756
SBFL;Importação;Tendencial;2038;6348147,262
SBFL;Importação;Tendencial;2039;6431978,42
SBFL;Importação;Tendencial;2040;6516855,977
SBFL;Importação;Tendencial;2041;6603031,105
SBFL;Importação;Tendencial;2042;6690788,479
SBFL;Importação;Tendencial;2043;6780404,245
SBFL;Importação;Tendencial;2044;6872174,639
SBFL;Importação;Tendencial;2045;6966375,383
SBFL;Importação;Tendencial;2046;7063286,394
SBFL;Importação;Tendencial;2047;7163162,889
SBFL;Importação;Tendencial;2048;7266253,406
SBFL;Importação;Tendencial;2049;7372774,419
SBFL;Importação;Tendencial;2050;7482930,206
SBFL;Importação;Tendencial;2051;7596889,417
SBFL;Importação;Tendencial;2052;7714804,683
SBFL;Importação;Tendencial;2053;7836796,009
SBFL;Importação;Tendencial;2054;7962968,028
SBFZ;Importação;Tendencial;2025;2932874,852
SBFZ;Importação;Tendencial;2026;2755481,255
SBFZ;Importação;Tendencial;2027;2738677,756
SBFZ;Importação;Tendencial;2028;2764577,375
SBFZ;Importação;Tendencial;2029;2803749,766
SBFZ;Importação;Tendencial;2030;2847690,072
SBFZ;Importação;Tendencial;2031;2893770,855
SBFZ;Importação;Tendencial;2032;2941286,098
SBFZ;Importação;Tendencial;2033;2990092,019
SBFZ;Importação;Tendencial;2034;3040265,224
SBFZ;Importação;Tendencial;2035;3091901,936
SBFZ;Importação;Tendencial;2036;3145121,518
SBFZ;Importação;Tendencial;2037;3200005,617
SBFZ;Importação;Tendencial;2038;3256640,528
SBFZ;Importação;Tendencial;2039;3315079,829
SBFZ;Importação;Tendencial;2040;3375380,369
SBFZ;Importação;Tendencial;2041;3437579,033
SBFZ;Importação;Tendencial;2042;3501717,864
SBFZ;Importação;Tendencial;2043;3567824,309
SBFZ;Importação;Tendencial;2044;3635936,081
SBFZ;Importação;Tendencial;2045;3706080,638
SBFZ;Importação;Tendencial;2046;3778295,539
SBFZ;Importação;Tendencial;2047;3852613,223
SBFZ;Importação;Tendencial;2048;3929075,18
SBFZ;Importação;Tendencial;2049;4007717,224
SBFZ;Importação;Tendencial;2050;4088583,529
SBFZ;Importação;Tendencial;2051;4171711,615
SBFZ;Importação;Tendencial;2052;4257144,936
SBFZ;Importação;Tendencial;2053;4344921,107
SBFZ;Importação;Tendencial;2054;4435082,059
SBSJ;Importação;Tendencial;2038;4662296,151
SBSJ;Exportação;Tendencial;2039;252003,9121
SBSJ;Importação;Tendencial;2039;4783380,478
SBSJ;Exportação;Tendencial;2040;257875,3936
SBSJ;Importação;Tendencial;2040;4907863,399
SBSJ;Exportação;Tendencial;2041;263831,415
SBSJ;Importação;Tendencial;2041;5035736,178
SBSJ;Exportação;Tendencial;2042;269881,5194
SBSJ;Importação;Tendencial;2042;5166956,51
SBSJ;Exportação;Tendencial;2043;276140,0201
SBSJ;Importação;Tendencial;2043;5301508,401
SBSJ;Exportação;Tendencial;2044;282532,3719
SBSJ;Importação;Tendencial;2044;5439328,433
SBSJ;Exportação;Tendencial;2045;289039,2522
SBSJ;Importação;Tendencial;2045;5580359,394
SBSJ;Exportação;Tendencial;2046;295578,8269
SBSJ;Importação;Tendencial;2046;5724596,531
SBSJ;Exportação;Tendencial;2047;302204,5792
SBSJ;Importação;Tendencial;2047;5872026,816
SBSJ;Exportação;Tendencial;2048;308932,652
SBSJ;Importação;Tendencial;2048;6022692,422
SBSJ;Exportação;Tendencial;2049;315768,8266
SBSJ;Importação;Tendencial;2049;6176677,721
SBSJ;Exportação;Tendencial;2050;322716,0271
SBSJ;Importação;Tendencial;2050;6334095,706
SBSJ;Exportação;Tendencial;2051;329776,4054
SBSJ;Importação;Tendencial;2051;6495101,069
SBSJ;Exportação;Tendencial;2052;336951,9218
SBSJ;Importação;Tendencial;2052;6659887,156
SBSJ;Exportação;Tendencial;2053;344244,5059
SBRF;Importação;Tendencial;2025;2926268,906
SBRF;Importação;Tendencial;2026;2895897,925
SBRF;Importação;Tendencial;2027;2973171,066
SBRF;Importação;Tendencial;2028;3066491,761
SBRF;Importação;Tendencial;2029;3161093,427
SBRF;Importação;Tendencial;2030;3255405,862
SBRF;Importação;Tendencial;2031;3349859,324
SBRF;Importação;Tendencial;2032;3445312,944
SBRF;Importação;Tendencial;2033;3542503,022
SBRF;Importação;Tendencial;2034;3642123,726
SBRF;Importação;Tendencial;2035;3744694,542
SBRF;Importação;Tendencial;2036;3850668,61
SBRF;Importação;Tendencial;2037;3960345,393
SBRF;Importação;Tendencial;2038;4073963,548
SBRF;Importação;Tendencial;2039;4191626,706
SBRF;Importação;Tendencial;2040;4313373,265
SBRF;Importação;Tendencial;2041;4439133,257
SBRF;Importação;Tendencial;2042;4568787,479
SBRF;Importação;Tendencial;2043;4702145,239
SBRF;Importação;Tendencial;2044;4839015,373
SBRF;Importação;Tendencial;2045;4979190,795
SBRF;Importação;Tendencial;2046;5122512,505
SBRF;Importação;Tendencial;2047;5268859,779
SBRF;Importação;Tendencial;2048;5418192,264
SBRF;Importação;Tendencial;2049;5570527,994
SBRF;Importação;Tendencial;2050;5725970,941
SBRF;Importação;Tendencial;2051;5884675,303
SBRF;Importação;Tendencial;2052;6046859,289
SBRF;Importação;Tendencial;2053;6212768,022
SBRF;Importação;Tendencial;2054;6382678,291
SBVT;Importação;Tendencial;2025;1739550,873
SBVT;Importação;Tendencial;2026;2094826,305
SBVT;Importação;Tendencial;2027;2267796,797
SBVT;Importação;Tendencial;2028;2371820,326
SBVT;Importação;Tendencial;2029;2453062,249
SBVT;Importação;Tendencial;2030;2528050,785
SBVT;Importação;Tendencial;2031;2602490,395
SBVT;Importação;Tendencial;2032;2678200,306
SBVT;Importação;Tendencial;2033;2755830,513
SBVT;Importação;Tendencial;2034;2835445,382
SBVT;Importação;Tendencial;2035;2917076,998
SBVT;Importação;Tendencial;2036;3000571,589
SBVT;Importação;Tendencial;2037;3085940,9
SBVT;Importação;Tendencial;2038;3173059,296
SBVT;Importação;Tendencial;2039;3261964,557
SBVT;Importação;Tendencial;2040;3352566,73
SBVT;Importação;Tendencial;2041;3444984,774
SBVT;Importação;Tendencial;2042;3539200,619
SBVT;Importação;Tendencial;2043;3635372,722
SBVT;Importação;Tendencial;2044;3733516,92
SBVT;Importação;Tendencial;2045;3833843,762
SBVT;Importação;Tendencial;2046;3936406,557
SBVT;Importação;Tendencial;2047;4041430,225
SBVT;Importação;Tendencial;2048;4148966,125
SBVT;Importação;Tendencial;2049;4259250,628
SBVT;Importação;Tendencial;2050;4372337,137
SBVT;Importação;Tendencial;2051;4488446,209
SBVT;Importação;Tendencial;2052;4607600,568
SBVT;Importação;Tendencial;2053;4730009,439
SBVT;Importação;Tendencial;2054;4855679,091
SBPA;Importação;Tendencial;2025;987993,0179
SBPA;Importação;Tendencial;2026;1566183,512
SBPA;Importação;Tendencial;2027;1887899,684
SBPA;Importação;Tendencial;2028;2059589,685
SBPA;Importação;Tendencial;2029;2171651,09
SBPA;Importação;Tendencial;2030;2263453,87
SBPA;Importação;Tendencial;2031;2349429,34
SBPA;Importação;Tendencial;2032;2434560,254
SBPA;Importação;Tendencial;2033;2520384,377
SBPA;Importação;Tendencial;2034;2607288,636
SBPA;Importação;Tendencial;2035;2695223,825
SBPA;Importação;Tendencial;2036;2784060,939
SBPA;Importação;Tendencial;2037;2873644,942
SBPA;Importação;Tendencial;2038;2963907,163
SBPA;Importação;Tendencial;2039;3054834,227
SBPA;Importação;Tendencial;2040;3146521,76
SBPA;Importação;Tendencial;2041;3239133,777
SBPA;Importação;Tendencial;2042;3332923,136
SBPA;Importação;Tendencial;2043;3428182,805
SBPA;Importação;Tendencial;2044;3525258,007
SBPA;Importação;Tendencial;2045;3624492,824
SBPA;Importação;Tendencial;2046;3726236,645
SBPA;Importação;Tendencial;2047;3830802,599
SBPA;Importação;Tendencial;2048;3938472,587
SBPA;Importação;Tendencial;2049;4049465,822
SBPA;Importação;Tendencial;2050;4163953,891
SBPA;Importação;Tendencial;2051;4282039,337
SBPA;Importação;Tendencial;2052;4403778,213
SBPA;Importação;Tendencial;2053;4529171,473
SBPA;Importação;Tendencial;2054;4658190,468
SBCT;Importação;Tendencial;2025;9161769,316
SBCT;Importação;Tendencial;2026;10394290,25
SBCT;Importação;Tendencial;2027;11137326,03
SBCT;Importação;Tendencial;2028;11657781,11
SBCT;Importação;Tendencial;2029;12091224,55
SBCT;Importação;Tendencial;2030;12491920,92
SBCT;Importação;Tendencial;2031;12880330,97
SBCT;Importação;Tendencial;2032;13265002,76
SBCT;Importação;Tendencial;2033;13649659,15
SBCT;Importação;Tendencial;2034;14036525,18
SBCT;Importação;Tendencial;2035;14426883,1
SBCT;Importação;Tendencial;2036;14821820,29
SBCT;Importação;Tendencial;2037;15222060,8
SBCT;Importação;Tendencial;2038;15628371,38
SBCT;Importação;Tendencial;2039;16041339,33
SBCT;Importação;Tendencial;2040;16461640,84
SBCT;Importação;Tendencial;2041;16889875,99
SBCT;Importação;Tendencial;2042;17326738,05
SBCT;Importação;Tendencial;2043;17772861,03
SBCT;Importação;Tendencial;2044;18228978,12
SBCT;Importação;Tendencial;2045;18695762,41
SBCT;Importação;Tendencial;2046;19173953,84
SBCT;Importação;Tendencial;2047;19664239,06
SBCT;Importação;Tendencial;2048;20167339,37
SBCT;Importação;Tendencial;2049;20683899,15
SBCT;Importação;Tendencial;2050;21214576,99
SBCT;Importação;Tendencial;2051;21759937,58
SBCT;Importação;Tendencial;2052;22320537,06
SBCT;Importação;Tendencial;2053;22896841,46
SBCT;Importação;Tendencial;2054;23489298,89
SBEG;Importação;Tendencial;2025;29654093,04
SBEG;Importação;Tendencial;2026;30224359,12
SBEG;Importação;Tendencial;2027;31075874,97
SBEG;Importação;Tendencial;2028;31978419,6
SBEG;Importação;Tendencial;2029;32874206,52
SBEG;Importação;Tendencial;2030;33753273,51
SBEG;Importação;Tendencial;2031;34618638,27
SBEG;Importação;Tendencial;2032;35477897,12
SBEG;Importação;Tendencial;2033;36338427,08
SBEG;Importação;Tendencial;2034;37207557,44
SBEG;Importação;Tendencial;2035;38091160,83
SBEG;Importação;Tendencial;2036;38994551,48
SBEG;Importação;Tendencial;2037;39921698,52
SBEG;Importação;Tendencial;2038;40876218,49
SBEG;Importação;Tendencial;2039;41860775,66
SBEG;Importação;Tendencial;2040;42877853,13
SBEG;Importação;Tendencial;2041;43929360,8
SBEG;Importação;Tendencial;2042;45017158,17
SBEG;Importação;Tendencial;2043;46142699,46
SBEG;Importação;Tendencial;2044;47307522,15
SBEG;Importação;Tendencial;2045;48512863,19
SBEG;Importação;Tendencial;2046;49760048,64
SBEG;Importação;Tendencial;2047;51050204
SBEG;Importação;Tendencial;2048;52384523,92
SBEG;Importação;Tendencial;2049;53763994,03
SBEG;Importação;Tendencial;2050;55189657,55
SBEG;Importação;Tendencial;2051;56662336,38
SBEG;Importação;Tendencial;2052;58182872,49
SBEG;Importação;Tendencial;2053;59751913,07
SBEG;Importação;Tendencial;2054;61370109,24
SBCF;Importação;Tendencial;2025;3612973,637
SBCF;Importação;Tendencial;2026;4084633,977
SBCF;Importação;Tendencial;2027;4426910,878
SBCF;Importação;Tendencial;2028;4642313,071
SBCF;Importação;Tendencial;2029;4800430,841
SBCF;Importação;Tendencial;2030;4937861,446
SBCF;Importação;Tendencial;2031;5069177,451
SBCF;Importação;Tendencial;2032;5200139,075
SBCF;Importação;Tendencial;2033;5333078,174
SBCF;Importação;Tendencial;2034;5469134,377
SBCF;Importação;Tendencial;2035;5608831,457
SBCF;Importação;Tendencial;2036;5752472,35
SBCF;Importação;Tendencial;2037;5900139,807
SBCF;Importação;Tendencial;2038;6051876,508
SBCF;Importação;Tendencial;2039;6207632,457
SBCF;Importação;Tendencial;2040;6367384,785
SBCF;Importação;Tendencial;2041;6531096,204
SBCF;Importação;Tendencial;2042;6698790,678
SBCF;Importação;Tendencial;2043;6870506,403
SBCF;Importação;Tendencial;2044;7046359,107
SBCF;Importação;Tendencial;2045;7226483,57
SBCF;Importação;Tendencial;2046;7411078,232
SBCF;Importação;Tendencial;2047;7600355,509
SBCF;Importação;Tendencial;2048;7794568,094
SBCF;Importação;Tendencial;2049;7993960,143
SBCF;Importação;Tendencial;2050;8198794,358
SBCF;Importação;Tendencial;2051;8409305,127
SBCF;Importação;Tendencial;2052;8625725,255
SBCF;Importação;Tendencial;2053;8848251,368
SBCF;Importação;Tendencial;2054;9077068,407
SBBE;Importação;Tendencial;2025;74728,11221
SBBE;Importação;Tendencial;2026;74109,14288
SBBE;Importação;Tendencial;2027;75510,77353
SBBE;Importação;Tendencial;2028;77064,2172
SBBE;Importação;Tendencial;2029;78613,69903
SBBE;Importação;Tendencial;2030;80167,40518
SBBE;Importação;Tendencial;2031;81736,29024
SBBE;Importação;Tendencial;2032;83327,65174
SBBE;Importação;Tendencial;2033;84944,22071
SBBE;Importação;Tendencial;2034;86588,03374
SBBE;Importação;Tendencial;2035;88259,43113
SBBE;Importação;Tendencial;2036;89959,08141
SBBE;Importação;Tendencial;2037;91686,88768
SBBE;Importação;Tendencial;2038;93443,55513
SBBE;Importação;Tendencial;2039;95229,56336
SBBE;Importação;Tendencial;2040;97046,2376
SBBE;Importação;Tendencial;2041;98894,98407
SBBE;Importação;Tendencial;2042;100777,9462
SBBE;Importação;Tendencial;2043;102697,2959
SBBE;Importação;Tendencial;2044;104655,853
SBBE;Importação;Tendencial;2045;106656,3564
SBBE;Importação;Tendencial;2046;108701,9614
SBBE;Importação;Tendencial;2047;110795,692
SBBE;Importação;Tendencial;2048;112940,7861
SBBE;Importação;Tendencial;2049;115140,1962
SBBE;Importação;Tendencial;2050;117396,9612
SBBE;Importação;Tendencial;2051;119713,7314
SBBE;Importação;Tendencial;2052;122093,1234
SBBE;Importação;Tendencial;2053;124537,365
SBBE;Importação;Tendencial;2054;127048,5979
SBSG;Importação;Tendencial;2025;38109,67639
SBSG;Importação;Tendencial;2026;42892,77721
SBSG;Importação;Tendencial;2027;46128,66088
SBSG;Importação;Tendencial;2028;48774,58967
SBSG;Importação;Tendencial;2029;51184,73654
SBSG;Importação;Tendencial;2030;53496,44219
SBSG;Importação;Tendencial;2031;55761,15829
SBSG;Importação;Tendencial;2032;58004,04651
SBSG;Importação;Tendencial;2033;60236,30814
SBSG;Importação;Tendencial;2034;62466,49311
SBSG;Importação;Tendencial;2035;64700,34581
SBSG;Importação;Tendencial;2036;66944,12212
SBSG;Importação;Tendencial;2037;69203,55588
SBSG;Importação;Tendencial;2038;71485,6825
SBSG;Importação;Tendencial;2039;73797,66778
SBSG;Importação;Tendencial;2040;76147,89533
SBSG;Importação;Tendencial;2041;78544,91504
SBSG;Importação;Tendencial;2042;80998,04759
SBSG;Importação;Tendencial;2043;83516,26951
SBSG;Importação;Tendencial;2044;86108,86653
SBSG;Importação;Tendencial;2045;88784,28263
SBSG;Importação;Tendencial;2046;91550,69338
SBSG;Importação;Tendencial;2047;94415,17981
SBSG;Importação;Tendencial;2048;97384,17251
SBSG;Importação;Tendencial;2049;100462,7785
SBSG;Importação;Tendencial;2050;103655,3285
SBSG;Importação;Tendencial;2051;106964,7938
SBSG;Importação;Tendencial;2052;110393,3506
SBSG;Importação;Tendencial;2053;113941,9871
SBSG;Importação;Tendencial;2054;117611,012
SBCB;Importação;Tendencial;2025;386696,2183
SBCB;Importação;Tendencial;2026;407378,0877
SBCB;Importação;Tendencial;2027;425047,4746
SBCB;Importação;Tendencial;2028;440775,8745
SBCB;Importação;Tendencial;2029;456066,7898
SBCB;Importação;Tendencial;2030;471437,6898
SBCB;Importação;Tendencial;2031;487113,7462
SBCB;Importação;Tendencial;2032;503110,2979
SBCB;Importação;Tendencial;2033;519473,4821
SBCB;Importação;Tendencial;2034;536173,7564
SBCB;Importação;Tendencial;2035;553235,8239
SBCB;Importação;Tendencial;2036;570633,5049
SBCB;Importação;Tendencial;2037;588385,3165
SBCB;Importação;Tendencial;2038;606473,2667
SBCB;Importação;Tendencial;2039;624916,0224
SBCB;Importação;Tendencial;2040;643705,63
SBCB;Importação;Tendencial;2041;662864,8301
SBCB;Importação;Tendencial;2042;682397,0442
SBCB;Importação;Tendencial;2043;702329,4202
SBCB;Importação;Tendencial;2044;722675,653
SBCB;Importação;Tendencial;2045;743467,1106
SBCB;Importação;Tendencial;2046;764724,5359
SBCB;Importação;Tendencial;2047;786481,845
SBCB;Importação;Tendencial;2048;808764,0532
SBCB;Importação;Tendencial;2049;831604,5371
SBCB;Importação;Tendencial;2050;855029,1755
SBCB;Importação;Tendencial;2051;879068,4914
SBCB;Importação;Tendencial;2052;903746,2208
SBCB;Importação;Tendencial;2053;929088,5851
SBCB;Importação;Tendencial;2054;955115,8911
SBSL;Importação;Tendencial;2025;20035,15656
SBSL;Importação;Tendencial;2026;19605,23078
SBSL;Importação;Tendencial;2027;20138,68
SBSL;Importação;Tendencial;2028;20862,17654
SBSL;Importação;Tendencial;2029;21595,52146
SBSL;Importação;Tendencial;2030;22285,58849
SBSL;Importação;Tendencial;2031;22938,80927
SBSL;Importação;Tendencial;2032;23567,49972
SBSL;Importação;Tendencial;2033;24198,54677
SBSL;Importação;Tendencial;2034;24853,74226
SBSL;Importação;Tendencial;2035;25558,71344
SBSL;Importação;Tendencial;2036;26332,02562
SBSL;Importação;Tendencial;2037;27190,64997
SBSL;Importação;Tendencial;2038;28144,17038
SBSL;Importação;Tendencial;2039;29198,28347
SBSL;Importação;Tendencial;2040;30352,25585
SBSL;Importação;Tendencial;2041;31601,5344
SBSL;Importação;Tendencial;2042;32937,00791
SBSL;Importação;Tendencial;2043;34346,97254
SBSL;Importação;Tendencial;2044;35817,3926
SBSL;Importação;Tendencial;2045;37333,32169
SBSL;Importação;Tendencial;2046;38879,5447
SBSL;Importação;Tendencial;2047;40441,66617
SBSL;Importação;Tendencial;2048;42006,78401
SBSL;Importação;Tendencial;2049;43564,21125
SBSL;Importação;Tendencial;2050;45106,06848
SBSL;Importação;Tendencial;2051;46627,60595
SBSL;Importação;Tendencial;2052;48127,53523
SBSL;Importação;Tendencial;2053;49607,97321
SBSL;Importação;Tendencial;2054;51074,39326
SBMO;Importação;Tendencial;2025;29770,86667
SBMO;Importação;Tendencial;2026;29767,65453
SBMO;Importação;Tendencial;2027;32395,33391
SBMO;Importação;Tendencial;2028;34129,66815
SBMO;Importação;Tendencial;2029;35080,10627
SBMO;Importação;Tendencial;2030;35699,66443
SBMO;Importação;Tendencial;2031;36206,94854
SBMO;Importação;Tendencial;2032;36684,76475
SBMO;Importação;Tendencial;2033;37162,3422
SBMO;Importação;Tendencial;2034;37650,30093
SBMO;Importação;Tendencial;2035;38152,56789
SBMO;Importação;Tendencial;2036;38670,96288
SBMO;Importação;Tendencial;2037;39206,3165
SBMO;Importação;Tendencial;2038;39759,25134
SBMO;Importação;Tendencial;2039;40330,16517
SBMO;Importação;Tendencial;2040;40919,48831
SBMO;Importação;Tendencial;2041;41527,59577
SBMO;Importação;Tendencial;2042;42154,91199
SBMO;Importação;Tendencial;2043;42801,84137
SBMO;Importação;Tendencial;2044;43468,87594
SBMO;Importação;Tendencial;2045;44156,49041
SBMO;Importação;Tendencial;2046;44865,22424
SBMO;Importação;Tendencial;2047;45595,62503
SBMO;Importação;Tendencial;2048;46348,28192
SBMO;Importação;Tendencial;2049;47123,76117
SBMO;Importação;Tendencial;2050;47922,65501
SBMO;Importação;Tendencial;2051;48745,50717
SBMO;Importação;Tendencial;2052;49592,85822
SBMO;Importação;Tendencial;2053;50465,19529
SBMO;Importação;Tendencial;2054;51362,98563
SBFI;Importação;Tendencial;2025;813,6316005
SBFI;Importação;Tendencial;2026;1816,794295
SBFI;Importação;Tendencial;2027;2318,625653
SBFI;Importação;Tendencial;2028;2579,197269
SBFI;Importação;Tendencial;2029;2752,625364
SBFI;Importação;Tendencial;2030;2899,784538
SBFI;Importação;Tendencial;2031;3041,750495
SBFI;Importação;Tendencial;2032;3185,444436
SBFI;Importação;Tendencial;2033;3332,780784
SBFI;Importação;Tendencial;2034;3484,120022
SBFI;Importação;Tendencial;2035;3639,278583
SBFI;Importação;Tendencial;2036;3798,001666
SBFI;Importação;Tendencial;2037;3960,002949
SBFI;Importação;Tendencial;2038;4125,105599
SBFI;Importação;Tendencial;2039;4293,174957
