ICAO;Ano;Cenario;Sentido;Natureza;Passageiros
SBKP;2037;Transformador;Embarque;Internacional;742466,7592
SBKP;2038;Transformador;Embarque;Internacional;756795,8529
SBKP;2039;Transformador;Embarque;Internacional;771317,603
SBKP;2040;Transformador;Embarque;Internacional;786242,009
SBKP;2041;Transformador;Embarque;Internacional;801423,4254
SBKP;2042;Transformador;Embarque;Internacional;816826,1961
SBKP;2043;Transformador;Embarque;Internacional;832555,1548
SBKP;2044;Transformador;Embarque;Internacional;848567,2634
SBKP;2045;Transformador;Embarque;Internacional;865026,532
SBKP;2046;Transformador;Embarque;Internacional;881681,7405
SBKP;2047;Transformador;Embarque;Internacional;898642,1319
SBKP;2048;Transformador;Embarque;Internacional;915969,3138
SBKP;2049;Transformador;Embarque;Internacional;933572,7162
SBKP;2050;Transformador;Embarque;Internacional;951433,6894
SBKP;2051;Transformador;Embarque;Internacional;969595,6718
SBKP;2052;Transformador;Embarque;Internacional;988070,1103
SBKP;2053;Transformador;Embarque;Internacional;1006861,451
SBKP;2054;Transformador;Embarque;Internacional;1025974,912
SBRF;2025;Transformador;Embarque;Internacional;230046,1904
SBRF;2026;Transformador;Embarque;Internacional;237448,15
SBRF;2027;Transformador;Embarque;Internacional;242122,018
SBRF;2028;Transformador;Embarque;Internacional;246105,9279
SBRF;2029;Transformador;Embarque;Internacional;250045,5316
SBRF;2030;Transformador;Embarque;Internacional;253491,9657
SBRF;2031;Transformador;Embarque;Internacional;256972,0705
SBRF;2032;Transformador;Embarque;Internacional;260722,626
SBRF;2033;Transformador;Embarque;Internacional;264722,0891
SBRF;2034;Transformador;Embarque;Internacional;268843,4999
SBRF;2035;Transformador;Embarque;Internacional;273057,7541
SBRF;2036;Transformador;Embarque;Internacional;277293,4988
SBRF;2037;Transformador;Embarque;Internacional;281530,9555
SBRF;2038;Transformador;Embarque;Internacional;285833,3511
SBRF;2039;Transformador;Embarque;Internacional;290147,2658
SBRF;2040;Transformador;Embarque;Internacional;294599,9045
SBRF;2041;Transformador;Embarque;Internacional;299154,1887
SBRF;2042;Transformador;Embarque;Internacional;303801,3541
SBRF;2043;Transformador;Embarque;Internacional;308465,3552
SBRF;2044;Transformador;Embarque;Internacional;313183,6823
SBRF;2045;Transformador;Embarque;Internacional;317905,0721
SBRF;2046;Transformador;Embarque;Internacional;322579,6978
SBRF;2047;Transformador;Embarque;Internacional;327226,0984
SBRF;2048;Transformador;Embarque;Internacional;331890,3429
SBRF;2049;Transformador;Embarque;Internacional;336618,8649
SBRF;2050;Transformador;Embarque;Internacional;341344,517
SBRF;2051;Transformador;Embarque;Internacional;346130,8079
SBRF;2052;Transformador;Embarque;Internacional;350995,343
SBRF;2053;Transformador;Embarque;Internacional;355944,3428
SBRF;2054;Transformador;Embarque;Internacional;360981,3304
SBFZ;2025;Transformador;Embarque;Internacional;233796,7652
SBFZ;2026;Transformador;Embarque;Internacional;235500,5001
SBFZ;2027;Transformador;Embarque;Internacional;238413,281
SBFZ;2028;Transformador;Embarque;Internacional;241518,4081
SBFZ;2029;Transformador;Embarque;Internacional;244837,0354
SBFZ;2030;Transformador;Embarque;Internacional;247707,247
SBFZ;2031;Transformador;Embarque;Internacional;250583,8021
SBFZ;2032;Transformador;Embarque;Internacional;253768,3062
SBFZ;2033;Transformador;Embarque;Internacional;257196,545
SBFZ;2034;Transformador;Embarque;Internacional;260693,4232
SBFZ;2035;Transformador;Embarque;Internacional;264215,2651
SBFZ;2036;Transformador;Embarque;Internacional;267760,6577
SBFZ;2037;Transformador;Embarque;Internacional;271366,6597
SBFZ;2038;Transformador;Embarque;Internacional;275073,0799
SBFZ;2039;Transformador;Embarque;Internacional;278704,7106
SBFZ;2040;Transformador;Embarque;Internacional;282473,4153
SBFZ;2041;Transformador;Embarque;Internacional;286244,6726
SBFZ;2042;Transformador;Embarque;Internacional;289983,0533
SBFZ;2043;Transformador;Embarque;Internacional;293728,2985
SBFZ;2044;Transformador;Embarque;Internacional;297474,3262
SBFZ;2045;Transformador;Embarque;Internacional;301317,5685
SBFZ;2046;Transformador;Embarque;Internacional;305058,9134
SBFZ;2047;Transformador;Embarque;Internacional;308785,0705
SBFZ;2048;Transformador;Embarque;Internacional;312581,5641
SBFZ;2049;Transformador;Embarque;Internacional;316396,9577
SBFZ;2050;Transformador;Embarque;Internacional;320182,6641
SBFZ;2051;Transformador;Embarque;Internacional;324005,1755
SBFZ;2052;Transformador;Embarque;Internacional;327881,754
SBFZ;2053;Transformador;Embarque;Internacional;331817,3683
SBFZ;2054;Transformador;Embarque;Internacional;335813,9864
SBCF;2025;Transformador;Embarque;Internacional;275288,0811
SBCF;2026;Transformador;Embarque;Internacional;312886,7978
SBCF;2027;Transformador;Embarque;Internacional;324599,865
SBCF;2028;Transformador;Embarque;Internacional;332417,5031
SBCF;2029;Transformador;Embarque;Internacional;339326,2387
SBCF;2030;Transformador;Embarque;Internacional;345648,698
SBCF;2031;Transformador;Embarque;Internacional;352072,0918
SBCF;2032;Transformador;Embarque;Internacional;358865,2242
SBCF;2033;Transformador;Embarque;Internacional;365967,8018
SBCF;2034;Transformador;Embarque;Internacional;373265,4242
SBCF;2035;Transformador;Embarque;Internacional;380732,8989
SBCF;2036;Transformador;Embarque;Internacional;388311,3433
SBCF;2037;Transformador;Embarque;Internacional;395984,9111
SBCF;2038;Transformador;Embarque;Internacional;403807,4925
SBCF;2039;Transformador;Embarque;Internacional;411735,2279
SBCF;2040;Transformador;Embarque;Internacional;419876,006
SBCF;2041;Transformador;Embarque;Internacional;428200,6681
SBCF;2042;Transformador;Embarque;Internacional;436704,5602
SBCF;2043;Transformador;Embarque;Internacional;445327,2191
SBCF;2044;Transformador;Embarque;Internacional;454104,5982
SBCF;2045;Transformador;Embarque;Internacional;462997,4123
SBCF;2046;Transformador;Embarque;Internacional;471878,7988
SBCF;2047;Transformador;Embarque;Internacional;480831,5067
SBCF;2048;Transformador;Embarque;Internacional;489915,801
SBCF;2049;Transformador;Embarque;Internacional;499177,2378
SBCF;2050;Transformador;Embarque;Internacional;508564,3226
SBCF;2051;Transformador;Embarque;Internacional;518133,6104
SBCF;2052;Transformador;Embarque;Internacional;527903,0101
SBCF;2053;Transformador;Embarque;Internacional;537880,5027
SBCF;2054;Transformador;Embarque;Internacional;548071,6501
SBSV;2025;Transformador;Embarque;Internacional;282969,6882
SBSV;2026;Transformador;Embarque;Internacional;286130,3581
SBSV;2027;Transformador;Embarque;Internacional;289800,6116
SBSV;2028;Transformador;Embarque;Internacional;293415,4021
SBSV;2029;Transformador;Embarque;Internacional;297130,6332
SBSV;2030;Transformador;Embarque;Internacional;300409,5447
SBSV;2031;Transformador;Embarque;Internacional;303731,4749
SBSV;2032;Transformador;Embarque;Internacional;307303,873
SBSV;2033;Transformador;Embarque;Internacional;311111,0638
SBSV;2034;Transformador;Embarque;Internacional;315031,2126
SBSV;2035;Transformador;Embarque;Internacional;319057,5602
SBSV;2036;Transformador;Embarque;Internacional;323108,3555
SBSV;2037;Transformador;Embarque;Internacional;327159,1503
SBSV;2038;Transformador;Embarque;Internacional;331267,0415
SBSV;2039;Transformador;Embarque;Internacional;335378,2545
SBSV;2040;Transformador;Embarque;Internacional;339615,45
SBSV;2041;Transformador;Embarque;Internacional;343942,3371
SBSV;2042;Transformador;Embarque;Internacional;348351,5257
SBSV;2043;Transformador;Embarque;Internacional;352775,7123
SBSV;2044;Transformador;Embarque;Internacional;357238,0539
SBSV;2045;Transformador;Embarque;Internacional;361704,7933
SBSV;2046;Transformador;Embarque;Internacional;366124,8743
SBSV;2047;Transformador;Embarque;Internacional;370522,1178
SBSV;2048;Transformador;Embarque;Internacional;374913,58
SBSV;2049;Transformador;Embarque;Internacional;379362,6239
SBSV;2050;Transformador;Embarque;Internacional;383811,9745
SBSV;2051;Transformador;Embarque;Internacional;388323,2453
SBSV;2052;Transformador;Embarque;Internacional;392913,2952
SBSV;2053;Transformador;Embarque;Internacional;397587,7227
SBSV;2054;Transformador;Embarque;Internacional;402349,3582
SBBR;2025;Transformador;Embarque;Internacional;436278,6072
SBBR;2026;Transformador;Embarque;Internacional;467591,4534
SBBR;2027;Transformador;Embarque;Internacional;483179,0099
SBBR;2028;Transformador;Embarque;Internacional;494129,5828
SBBR;2029;Transformador;Embarque;Internacional;504076,4225
SBBR;2030;Transformador;Embarque;Internacional;513537,6187
SBBR;2031;Transformador;Embarque;Internacional;523005,0337
SBBR;2032;Transformador;Embarque;Internacional;532766,9775
SBBR;2033;Transformador;Embarque;Internacional;542850,1338
SBBR;2034;Transformador;Embarque;Internacional;553174,542
SBBR;2035;Transformador;Embarque;Internacional;563695,3653
SBBR;2036;Transformador;Embarque;Internacional;574363,0316
SBBR;2037;Transformador;Embarque;Internacional;585183,3659
SBBR;2038;Transformador;Embarque;Internacional;596185,2901
SBBR;2039;Transformador;Embarque;Internacional;607323,2851
SBBR;2040;Transformador;Embarque;Internacional;618716,952
SBBR;2041;Transformador;Embarque;Internacional;630342,8956
SBBR;2042;Transformador;Embarque;Internacional;642199,9973
SBBR;2043;Transformador;Embarque;Internacional;654240,2737
SBBR;2044;Transformador;Embarque;Internacional;666482,3731
SBBR;2045;Transformador;Embarque;Internacional;678897,9556
SBBR;2046;Transformador;Embarque;Internacional;691364,691
SBBR;2047;Transformador;Embarque;Internacional;703967,9118
SBBR;2048;Transformador;Embarque;Internacional;716739,5938
SBBR;2049;Transformador;Embarque;Internacional;729747,321
SBBR;2050;Transformador;Embarque;Internacional;742947,6451
SBBR;2051;Transformador;Embarque;Internacional;756399,0851
SBBR;2052;Transformador;Embarque;Internacional;770121,2419
SBBR;2053;Transformador;Embarque;Internacional;784123,6379
SBBR;2054;Transformador;Embarque;Internacional;798413,3941
SBPA;2025;Transformador;Embarque;Internacional;188184,2285
SBPA;2026;Transformador;Embarque;Internacional;232256,5803
SBPA;2027;Transformador;Embarque;Internacional;249091,2717
SBPA;2028;Transformador;Embarque;Internacional;257318,2938
SBPA;2029;Transformador;Embarque;Internacional;263305,3226
SBPA;2030;Transformador;Embarque;Internacional;268536,7261
SBPA;2031;Transformador;Embarque;Internacional;273764,5763
SBPA;2032;Transformador;Embarque;Internacional;279232,0655
SBPA;2033;Transformador;Embarque;Internacional;284904,0511
SBPA;2034;Transformador;Embarque;Internacional;290734,7971
SBPA;2035;Transformador;Embarque;Internacional;296682,566
SBPA;2036;Transformador;Embarque;Internacional;302719,4185
SBPA;2037;Transformador;Embarque;Internacional;308868,0238
SBPA;2038;Transformador;Embarque;Internacional;315123,6747
SBPA;2039;Transformador;Embarque;Internacional;321465,3216
SBPA;2040;Transformador;Embarque;Internacional;327966,8672
SBPA;2041;Transformador;Embarque;Internacional;334618,38
SBPA;2042;Transformador;Embarque;Internacional;341421,7637
SBPA;2043;Transformador;Embarque;Internacional;348359,9644
SBPA;2044;Transformador;Embarque;Internacional;355394,4155
SBPA;2045;Transformador;Embarque;Internacional;362542,2485
SBPA;2046;Transformador;Embarque;Internacional;369630,3057
SBPA;2047;Transformador;Embarque;Internacional;376789,8354
SBPA;2048;Transformador;Embarque;Internacional;383957,7026
SBPA;2049;Transformador;Embarque;Internacional;391250,0537
SBPA;2050;Transformador;Embarque;Internacional;398662,0254
SBPA;2051;Transformador;Embarque;Internacional;406231,6677
SBPA;2052;Transformador;Embarque;Internacional;413971,0362
SBPA;2053;Transformador;Embarque;Internacional;421885,4323
SBPA;2054;Transformador;Embarque;Internacional;429978,4456
SBSG;2025;Transformador;Embarque;Internacional;52260,47691
SBSG;2026;Transformador;Embarque;Internacional;54387,53691
SBSG;2027;Transformador;Embarque;Internacional;55633,27446
SBSG;2028;Transformador;Embarque;Internacional;56642,93118
SBSG;2029;Transformador;Embarque;Internacional;57638,10357
SBSG;2030;Transformador;Embarque;Internacional;58393,67824
SBSG;2031;Transformador;Embarque;Internacional;59179,78143
SBSG;2032;Transformador;Embarque;Internacional;60094,54763
SBSG;2033;Transformador;Embarque;Internacional;61109,88783
SBSG;2034;Transformador;Embarque;Internacional;62164,00471
SBSG;2035;Transformador;Embarque;Internacional;63241,88019
SBSG;2036;Transformador;Embarque;Internacional;64310,3929
SBSG;2037;Transformador;Embarque;Internacional;65360,33008
SBSG;2038;Transformador;Embarque;Internacional;66419,20461
SBSG;2039;Transformador;Embarque;Internacional;67463,17827
SBSG;2040;Transformador;Embarque;Internacional;68548,53473
SBSG;2041;Transformador;Embarque;Internacional;69659,05545
SBSG;2042;Transformador;Embarque;Internacional;70791,17324
SBSG;2043;Transformador;Embarque;Internacional;71911,61504
SBSG;2044;Transformador;Embarque;Internacional;73038,338
SBSG;2045;Transformador;Embarque;Internacional;74148,34989
SBSG;2046;Transformador;Embarque;Internacional;75222,00963
SBSG;2047;Transformador;Embarque;Internacional;76265,9441
SBSG;2048;Transformador;Embarque;Internacional;77302,19251
SBSG;2049;Transformador;Embarque;Internacional;78349,58397
SBSG;2050;Transformador;Embarque;Internacional;79377,41646
SBSG;2051;Transformador;Embarque;Internacional;80413,26828
SBSG;2052;Transformador;Embarque;Internacional;81464,2143
SBSG;2053;Transformador;Embarque;Internacional;82532,21092
SBSG;2054;Transformador;Embarque;Internacional;83617,93925
SBEG;2025;Transformador;Embarque;Internacional;87657,1074
SBEG;2026;Transformador;Embarque;Internacional;98252,85928
SBEG;2027;Transformador;Embarque;Internacional;102768,5496
SBEG;2028;Transformador;Embarque;Internacional;105217,8395
SBEG;2029;Transformador;Embarque;Internacional;107134,4806
SBEG;2030;Transformador;Embarque;Internacional;108971,433
SBEG;2031;Transformador;Embarque;Internacional;110768,2792
SBEG;2032;Transformador;Embarque;Internacional;112566,4402
SBEG;2033;Transformador;Embarque;Internacional;114391,8958
SBEG;2034;Transformador;Embarque;Internacional;116252,1644
SBEG;2035;Transformador;Embarque;Internacional;118149,7715
SBEG;2036;Transformador;Embarque;Internacional;120086,2265
SBEG;2037;Transformador;Embarque;Internacional;122062,8389
SBEG;2038;Transformador;Embarque;Internacional;124080,4662
SBEG;2039;Transformador;Embarque;Internacional;126140,1015
SBEG;2040;Transformador;Embarque;Internacional;128242,799
SBEG;2041;Transformador;Embarque;Internacional;130389,5428
SBEG;2042;Transformador;Embarque;Internacional;132581,3228
SBEG;2043;Transformador;Embarque;Internacional;134819,1842
SBEG;2044;Transformador;Embarque;Internacional;137104,0818
SBEG;2045;Transformador;Embarque;Internacional;139437,0043
SBEG;2046;Transformador;Embarque;Internacional;141794,2514
SBEG;2047;Transformador;Embarque;Internacional;144194,1979
SBEG;2048;Transformador;Embarque;Internacional;146642,2211
SBEG;2049;Transformador;Embarque;Internacional;149140,4291
SBEG;2050;Transformador;Embarque;Internacional;151690,1327
SBEG;2051;Transformador;Embarque;Internacional;154292,4413
SBEG;2052;Transformador;Embarque;Internacional;156948,4353
SBEG;2053;Transformador;Embarque;Internacional;159659,1905
SBEG;2054;Transformador;Embarque;Internacional;162425,8026
SBCT;2025;Transformador;Embarque;Internacional;87633,97826
SBCT;2026;Transformador;Embarque;Internacional;98420,98546
SBCT;2027;Transformador;Embarque;Internacional;104183,6332
SBCT;2028;Transformador;Embarque;Internacional;107786,3985
SBCT;2029;Transformador;Embarque;Internacional;110806,8852
SBCT;2030;Transformador;Embarque;Internacional;113661,952
SBCT;2031;Transformador;Embarque;Internacional;116476,461
SBCT;2032;Transformador;Embarque;Internacional;119299,0744
SBCT;2033;Transformador;Embarque;Internacional;122159,2256
SBCT;2034;Transformador;Embarque;Internacional;125083,0842
SBCT;2035;Transformador;Embarque;Internacional;128053,4083
SBCT;2036;Transformador;Embarque;Internacional;131101,6973
SBCT;2037;Transformador;Embarque;Internacional;134238,9106
SBCT;2038;Transformador;Embarque;Internacional;137433,7633
SBCT;2039;Transformador;Embarque;Internacional;140688,3538
SBCT;2040;Transformador;Embarque;Internacional;144014,0804
SBCT;2041;Transformador;Embarque;Internacional;147415,4919
SBCT;2042;Transformador;Embarque;Internacional;150895,59
SBCT;2043;Transformador;Embarque;Internacional;154467,036
SBCT;2044;Transformador;Embarque;Internacional;158089,9216
SBCT;2045;Transformador;Embarque;Internacional;161789,3644
SBCT;2046;Transformador;Embarque;Internacional;165467,5699
SBCT;2047;Transformador;Embarque;Internacional;169202,6829
SBCT;2048;Transformador;Embarque;Internacional;172937,5302
SBCT;2049;Transformador;Embarque;Internacional;176734,0149
SBCT;2050;Transformador;Embarque;Internacional;180609,3279
SBCT;2051;Transformador;Embarque;Internacional;184569,307
SBCT;2052;Transformador;Embarque;Internacional;188616,9838
SBCT;2053;Transformador;Embarque;Internacional;192754,6076
SBCT;2054;Transformador;Embarque;Internacional;196984,2706
SBBE;2025;Transformador;Embarque;Internacional;81720,35453
SBBE;2026;Transformador;Embarque;Internacional;81864,28416
SBBE;2027;Transformador;Embarque;Internacional;83122,63546
SBBE;2028;Transformador;Embarque;Internacional;84668,56275
SBBE;2029;Transformador;Embarque;Internacional;86326,78307
SBBE;2030;Transformador;Embarque;Internacional;87884,92423
SBBE;2031;Transformador;Embarque;Internacional;89488,1132
SBBE;2032;Transformador;Embarque;Internacional;91206,24764
SBBE;2033;Transformador;Embarque;Internacional;93016,51601
SBBE;2034;Transformador;Embarque;Internacional;94877,16879
SBBE;2035;Transformador;Embarque;Internacional;96778,32295
SBBE;2036;Transformador;Embarque;Internacional;98698,33881
SBBE;2037;Transformador;Embarque;Internacional;100631,472
