ICAO;Ano;Cenario;Sentido;Natureza;Passageiros
SBCT;2035;Transformador;Desembarque;Internacional;108035,9138
SBCT;2036;Transformador;Desembarque;Internacional;109943,1504
SBCT;2037;Transformador;Desembarque;Internacional;111907,0919
SBCT;2038;Transformador;Desembarque;Internacional;113923,3806
SBCT;2039;Transformador;Desembarque;Internacional;115993,7597
SBCT;2040;Transformador;Desembarque;Internacional;118121,8266
SBCT;2041;Transformador;Desembarque;Internacional;120309,926
SBCT;2042;Transformador;Desembarque;Internacional;122560,1671
SBCT;2043;Transformador;Desembarque;Internacional;124876,5272
SBCT;2044;Transformador;Desembarque;Internacional;127220,851
SBCT;2045;Transformador;Desembarque;Internacional;129621,2037
SBCT;2046;Transformador;Desembarque;Internacional;131998,8427
SBCT;2047;Transformador;Desembarque;Internacional;134417,2622
SBCT;2048;Transformador;Desembarque;Internacional;136807,2149
SBCT;2049;Transformador;Desembarque;Internacional;139234,4732
SBCT;2050;Transformador;Desembarque;Internacional;141717,6095
SBCT;2051;Transformador;Desembarque;Internacional;144262,7342
SBCT;2052;Transformador;Desembarque;Internacional;146872,7158
SBCT;2053;Transformador;Desembarque;Internacional;149549,5559
SBCT;2054;Transformador;Desembarque;Internacional;152295,0628
SBBE;2025;Transformador;Desembarque;Internacional;81795,15596
SBBE;2026;Transformador;Desembarque;Internacional;81549,12512
SBBE;2027;Transformador;Desembarque;Internacional;82824,28163
SBBE;2028;Transformador;Desembarque;Internacional;84527,46276
SBBE;2029;Transformador;Desembarque;Internacional;86388,87624
SBBE;2030;Transformador;Desembarque;Internacional;88181,79367
SBBE;2031;Transformador;Desembarque;Internacional;90018,89822
SBBE;2032;Transformador;Desembarque;Internacional;91968,05176
SBBE;2033;Transformador;Desembarque;Internacional;94013,53303
SBBE;2034;Transformador;Desembarque;Internacional;96116,97284
SBBE;2035;Transformador;Desembarque;Internacional;98269,05777
SBBE;2036;Transformador;Desembarque;Internacional;100449,1112
SBBE;2037;Transformador;Desembarque;Internacional;102651,5278
SBBE;2038;Transformador;Desembarque;Internacional;104894,3613
SBBE;2039;Transformador;Desembarque;Internacional;107163,1741
SBBE;2040;Transformador;Desembarque;Internacional;109494,5615
SBBE;2041;Transformador;Desembarque;Internacional;111879,287
SBBE;2042;Transformador;Desembarque;Internacional;114315,8585
SBBE;2043;Transformador;Desembarque;Internacional;116783,6975
SBBE;2044;Transformador;Desembarque;Internacional;119298,9146
SBBE;2045;Transformador;Desembarque;Internacional;121844,9575
SBBE;2046;Transformador;Desembarque;Internacional;124388,8188
SBBE;2047;Transformador;Desembarque;Internacional;126949,3511
SBBE;2048;Transformador;Desembarque;Internacional;129554,2505
SBBE;2049;Transformador;Desembarque;Internacional;132211,6898
SBBE;2050;Transformador;Desembarque;Internacional;134901,713
SBBE;2051;Transformador;Desembarque;Internacional;137642,6812
SBBE;2052;Transformador;Desembarque;Internacional;140440,361
SBBE;2053;Transformador;Desembarque;Internacional;143297,2404
SBBE;2054;Transformador;Desembarque;Internacional;146214,9799
SBFI;2025;Transformador;Desembarque;Internacional;20758,74062
SBFI;2026;Transformador;Desembarque;Internacional;20531,42879
SBFI;2027;Transformador;Desembarque;Internacional;20744,19942
SBFI;2028;Transformador;Desembarque;Internacional;21077,60015
SBFI;2029;Transformador;Desembarque;Internacional;21461,70299
SBFI;2030;Transformador;Desembarque;Internacional;21844,40886
SBFI;2031;Transformador;Desembarque;Internacional;22221,84372
SBFI;2032;Transformador;Desembarque;Internacional;22592,39808
SBFI;2033;Transformador;Desembarque;Internacional;22966,60529
SBFI;2034;Transformador;Desembarque;Internacional;23347,30461
SBFI;2035;Transformador;Desembarque;Internacional;23735,32164
SBFI;2036;Transformador;Desembarque;Internacional;24143,21372
SBFI;2037;Transformador;Desembarque;Internacional;24562,60587
SBFI;2038;Transformador;Desembarque;Internacional;24991,42923
SBFI;2039;Transformador;Desembarque;Internacional;25429,26659
SBFI;2040;Transformador;Desembarque;Internacional;25876,14198
SBFI;2041;Transformador;Desembarque;Internacional;26332,19945
SBFI;2042;Transformador;Desembarque;Internacional;26797,62145
SBFI;2043;Transformador;Desembarque;Internacional;27272,60422
SBFI;2044;Transformador;Desembarque;Internacional;27757,35412
SBFI;2045;Transformador;Desembarque;Internacional;28252,08283
SBFI;2046;Transformador;Desembarque;Internacional;28741,99272
SBFI;2047;Transformador;Desembarque;Internacional;29237,78792
SBFI;2048;Transformador;Desembarque;Internacional;29742,42063
SBFI;2049;Transformador;Desembarque;Internacional;30256,81561
SBFI;2050;Transformador;Desembarque;Internacional;30781,37028
SBFI;2051;Transformador;Desembarque;Internacional;31316,34532
SBFI;2052;Transformador;Desembarque;Internacional;31861,9681
SBFI;2053;Transformador;Desembarque;Internacional;32418,45875
SBFI;2054;Transformador;Desembarque;Internacional;32986,03776
SBPS;2025;Transformador;Desembarque;Internacional;31739,50175
SBPS;2026;Transformador;Desembarque;Internacional;31123,15428
SBPS;2027;Transformador;Desembarque;Internacional;31297,45861
SBPS;2028;Transformador;Desembarque;Internacional;31664,45899
SBPS;2029;Transformador;Desembarque;Internacional;32075,57635
SBPS;2030;Transformador;Desembarque;Internacional;32507,91099
SBPS;2031;Transformador;Desembarque;Internacional;32955,75828
SBPS;2032;Transformador;Desembarque;Internacional;33417,917
SBPS;2033;Transformador;Desembarque;Internacional;33894,38052
SBPS;2034;Transformador;Desembarque;Internacional;34385,46805
SBPS;2035;Transformador;Desembarque;Internacional;34891,59415
SBPS;2036;Transformador;Desembarque;Internacional;35413,20953
SBPS;2037;Transformador;Desembarque;Internacional;35950,78457
SBPS;2038;Transformador;Desembarque;Internacional;36504,80649
SBPS;2039;Transformador;Desembarque;Internacional;37075,77784
SBPS;2040;Transformador;Desembarque;Internacional;37664,2174
SBPS;2041;Transformador;Desembarque;Internacional;38270,66
SBPS;2042;Transformador;Desembarque;Internacional;38895,65734
SBPS;2043;Transformador;Desembarque;Internacional;39539,77804
SBPS;2044;Transformador;Desembarque;Internacional;40189,90806
SBPS;2045;Transformador;Desembarque;Internacional;40855,90515
SBPS;2046;Transformador;Desembarque;Internacional;41511,72565
SBPS;2047;Transformador;Desembarque;Internacional;42178,32712
SBPS;2048;Transformador;Desembarque;Internacional;42830,86636
SBPS;2049;Transformador;Desembarque;Internacional;43492,26855
SBPS;2050;Transformador;Desembarque;Internacional;44168,90882
SBPS;2051;Transformador;Desembarque;Internacional;44862,8059
SBPS;2052;Transformador;Desembarque;Internacional;45574,84055
SBPS;2053;Transformador;Desembarque;Internacional;46305,60297
SBPS;2054;Transformador;Desembarque;Internacional;47055,61634
SBMO;2025;Transformador;Desembarque;Internacional;20752,83456
SBMO;2026;Transformador;Desembarque;Internacional;19352,78312
SBMO;2027;Transformador;Desembarque;Internacional;19148,2609
SBMO;2028;Transformador;Desembarque;Internacional;19187,63173
SBMO;2029;Transformador;Desembarque;Internacional;19287,58152
SBMO;2030;Transformador;Desembarque;Internacional;19396,98594
SBMO;2031;Transformador;Desembarque;Internacional;19514,11168
SBMO;2032;Transformador;Desembarque;Internacional;19639,63405
SBMO;2033;Transformador;Desembarque;Internacional;19771,96578
SBMO;2034;Transformador;Desembarque;Internacional;19908,84809
SBMO;2035;Transformador;Desembarque;Internacional;20049,77349
SBMO;2036;Transformador;Desembarque;Internacional;20193,64815
SBMO;2037;Transformador;Desembarque;Internacional;20340,21985
SBMO;2038;Transformador;Desembarque;Internacional;20490,53912
SBMO;2039;Transformador;Desembarque;Internacional;20643,87219
SBMO;2040;Transformador;Desembarque;Internacional;20802,29211
SBMO;2041;Transformador;Desembarque;Internacional;20965,35268
SBMO;2042;Transformador;Desembarque;Internacional;21133,03385
SBMO;2043;Transformador;Desembarque;Internacional;21304,26782
SBMO;2044;Transformador;Desembarque;Internacional;21477,04192
SBMO;2045;Transformador;Desembarque;Internacional;21652,5152
SBMO;2046;Transformador;Desembarque;Internacional;21824,75723
SBMO;2047;Transformador;Desembarque;Internacional;21998,18518
SBMO;2048;Transformador;Desembarque;Internacional;22168,59678
SBMO;2049;Transformador;Desembarque;Internacional;22341,26204
SBMO;2050;Transformador;Desembarque;Internacional;22516,37599
SBMO;2051;Transformador;Desembarque;Internacional;22695,31503
SBMO;2052;Transformador;Desembarque;Internacional;22878,51848
SBMO;2053;Transformador;Desembarque;Internacional;23066,1831
SBMO;2054;Transformador;Desembarque;Internacional;23258,44459
SBCB;2025;Transformador;Desembarque;Internacional;1889,46652
SBCB;2026;Transformador;Desembarque;Internacional;2016,874552
SBCB;2027;Transformador;Desembarque;Internacional;2069,521236
SBCB;2028;Transformador;Desembarque;Internacional;2098,472877
SBCB;2029;Transformador;Desembarque;Internacional;2120,61921
SBCB;2030;Transformador;Desembarque;Internacional;2141,378791
SBCB;2031;Transformador;Desembarque;Internacional;2162,222439
SBCB;2032;Transformador;Desembarque;Internacional;2183,5501
SBCB;2033;Transformador;Desembarque;Internacional;2205,483616
SBCB;2034;Transformador;Desembarque;Internacional;2228,066774
SBCB;2035;Transformador;Desembarque;Internacional;2251,327723
SBCB;2036;Transformador;Desembarque;Internacional;2275,287007
SBCB;2037;Transformador;Desembarque;Internacional;2299,967123
SBCB;2038;Transformador;Desembarque;Internacional;2325,388653
SBCB;2039;Transformador;Desembarque;Internacional;2351,574918
SBCB;2040;Transformador;Desembarque;Internacional;2378,548284
SBCB;2041;Transformador;Desembarque;Internacional;2406,333595
SBCB;2042;Transformador;Desembarque;Internacional;2434,955231
SBCB;2043;Transformador;Desembarque;Internacional;2464,439676
SBCB;2044;Transformador;Desembarque;Internacional;2494,21378
SBCB;2045;Transformador;Desembarque;Internacional;2524,710686
SBCB;2046;Transformador;Desembarque;Internacional;2554,791627
SBCB;2047;Transformador;Desembarque;Internacional;2585,375615
SBCB;2048;Transformador;Desembarque;Internacional;2615,376552
SBCB;2049;Transformador;Desembarque;Internacional;2645,799506
SBCB;2050;Transformador;Desembarque;Internacional;2676,92474
SBCB;2051;Transformador;Desembarque;Internacional;2708,842175
SBCB;2052;Transformador;Desembarque;Internacional;2741,591558
SBCB;2053;Transformador;Desembarque;Internacional;2775,200096
SBCB;2054;Transformador;Desembarque;Internacional;2809,691743
SBJP;2025;Transformador;Desembarque;Internacional;1664,550089
SBJP;2026;Transformador;Desembarque;Internacional;1754,631621
SBJP;2027;Transformador;Desembarque;Internacional;1794,893187
SBJP;2028;Transformador;Desembarque;Internacional;1820,538367
SBJP;2029;Transformador;Desembarque;Internacional;1841,939969
SBJP;2030;Transformador;Desembarque;Internacional;1862,648222
SBJP;2031;Transformador;Desembarque;Internacional;1883,625866
SBJP;2032;Transformador;Desembarque;Internacional;1905,142985
SBJP;2033;Transformador;Desembarque;Internacional;1927,285769
SBJP;2034;Transformador;Desembarque;Internacional;1950,0923
SBJP;2035;Transformador;Desembarque;Internacional;1973,588075
SBJP;2036;Transformador;Desembarque;Internacional;1997,795832
SBJP;2037;Transformador;Desembarque;Internacional;2022,737838
SBJP;2038;Transformador;Desembarque;Internacional;2048,436912
SBJP;2039;Transformador;Desembarque;Internacional;2074,916381
SBJP;2040;Transformador;Desembarque;Internacional;2102,20038
SBJP;2041;Transformador;Desembarque;Internacional;2130,313736
SBJP;2042;Transformador;Desembarque;Internacional;2159,282121
SBJP;2043;Transformador;Desembarque;Internacional;2189,131944
SBJP;2044;Transformador;Desembarque;Internacional;2219,266429
SBJP;2045;Transformador;Desembarque;Internacional;2250,135179
SBJP;2046;Transformador;Desembarque;Internacional;2280,55241
SBJP;2047;Transformador;Desembarque;Internacional;2311,473419
SBJP;2048;Transformador;Desembarque;Internacional;2341,767092
SBJP;2049;Transformador;Desembarque;Internacional;2372,478373
SBJP;2050;Transformador;Desembarque;Internacional;2403,89829
SBJP;2051;Transformador;Desembarque;Internacional;2436,119377
SBJP;2052;Transformador;Desembarque;Internacional;2469,182347
SBJP;2053;Transformador;Desembarque;Internacional;2503,114615
SBJP;2054;Transformador;Desembarque;Internacional;2537,940535
SBGR;2025;Tendencial;Embarque;Internacional;8490900,399
SBGR;2026;Tendencial;Embarque;Internacional;9744245,52
SBGR;2027;Tendencial;Embarque;Internacional;10264097,32
SBGR;2028;Tendencial;Embarque;Internacional;10572254,68
SBGR;2029;Tendencial;Embarque;Internacional;10822909,9
SBGR;2030;Tendencial;Embarque;Internacional;11059109,19
SBGR;2031;Tendencial;Embarque;Internacional;11290330,85
SBGR;2032;Tendencial;Embarque;Internacional;11520992,87
SBGR;2033;Tendencial;Embarque;Internacional;11753465,46
SBGR;2034;Tendencial;Embarque;Internacional;11988309,55
SBGR;2035;Tendencial;Embarque;Internacional;12225653,88
SBGR;2036;Tendencial;Embarque;Internacional;12467241,61
SBGR;2037;Tendencial;Embarque;Internacional;12713825,11
SBGR;2038;Tendencial;Embarque;Internacional;12965287,1
SBGR;2039;Tendencial;Embarque;Internacional;13221559,23
SBGR;2040;Tendencial;Embarque;Internacional;13483835,77
SBGR;2041;Tendencial;Embarque;Internacional;13751431,58
SBGR;2042;Tendencial;Embarque;Internacional;14024371,22
SBGR;2043;Tendencial;Embarque;Internacional;14303579,04
SBGR;2044;Tendencial;Embarque;Internacional;14587457,08
SBGR;2045;Tendencial;Embarque;Internacional;14877613,43
SBGR;2046;Tendencial;Embarque;Internacional;15170261,05
SBGR;2047;Tendencial;Embarque;Internacional;15467525,93
SBGR;2048;Tendencial;Embarque;Internacional;15767688,81
SBGR;2049;Tendencial;Embarque;Internacional;16071408,69
SBGR;2050;Tendencial;Embarque;Internacional;16379034,68
SBGR;2051;Tendencial;Embarque;Internacional;16691058,05
SBGR;2052;Tendencial;Embarque;Internacional;17007580,57
SBGR;2053;Tendencial;Embarque;Internacional;17328631,39
SBGR;2054;Tendencial;Embarque;Internacional;17654280,05
SBGL;2025;Tendencial;Embarque;Internacional;2913983,56
SBGL;2026;Tendencial;Embarque;Internacional;3031420,68
SBGL;2027;Tendencial;Embarque;Internacional;3096859,081
SBGL;2028;Tendencial;Embarque;Internacional;3147462,483
SBGL;2029;Tendencial;Embarque;Internacional;3194739,158
SBGL;2030;Tendencial;Embarque;Internacional;3241530,79
SBGL;2031;Tendencial;Embarque;Internacional;3288688,678
SBGL;2032;Tendencial;Embarque;Internacional;3336903,49
SBGL;2033;Tendencial;Embarque;Internacional;3386301,617
SBGL;2034;Tendencial;Embarque;Internacional;3436584,146
SBGL;2035;Tendencial;Embarque;Internacional;3487500,425
SBGL;2036;Tendencial;Embarque;Internacional;3539350,193
SBGL;2037;Tendencial;Embarque;Internacional;3592189,608
SBGL;2038;Tendencial;Embarque;Internacional;3645926,772
SBGL;2039;Tendencial;Embarque;Internacional;3700185,943
SBGL;2040;Tendencial;Embarque;Internacional;3755472,02
SBGL;2041;Tendencial;Embarque;Internacional;3811335,638
SBGL;2042;Tendencial;Embarque;Internacional;3867762,364
SBGL;2043;Tendencial;Embarque;Internacional;3925121,633
SBGL;2044;Tendencial;Embarque;Internacional;3982892,485
SBGL;2045;Tendencial;Embarque;Internacional;4041825,358
SBGL;2046;Tendencial;Embarque;Internacional;4100405,151
SBGL;2047;Tendencial;Embarque;Internacional;4159660,411
SBGL;2048;Tendencial;Embarque;Internacional;4219122,535
SBGL;2049;Tendencial;Embarque;Internacional;4279228,448
SBGL;2050;Tendencial;Embarque;Internacional;4340135,625
SBGL;2051;Tendencial;Embarque;Internacional;4402023,739
SBGL;2052;Tendencial;Embarque;Internacional;4464956,654
SBGL;2053;Tendencial;Embarque;Internacional;4528966,668
SBGL;2054;Tendencial;Embarque;Internacional;4594078,58
SBFL;2025;Tendencial;Embarque;Internacional;631629,6189
SBFL;2026;Tendencial;Embarque;Internacional;630189,429
SBFL;2027;Tendencial;Embarque;Internacional;636234,7232
SBFL;2028;Tendencial;Embarque;Internacional;643722,0083
SBFL;2029;Tendencial;Embarque;Internacional;651618,161
SBFL;2030;Tendencial;Embarque;Internacional;659369,4015
SBFL;2031;Tendencial;Embarque;Internacional;667107,2323
SBFL;2032;Tendencial;Embarque;Internacional;674872,9361
SBFL;2033;Tendencial;Embarque;Internacional;682775,0222
SBFL;2034;Tendencial;Embarque;Internacional;690821,2562
SBFL;2035;Tendencial;Embarque;Internacional;699016,2099
SBFL;2036;Tendencial;Embarque;Internacional;707499,5234
SBFL;2037;Tendencial;Embarque;Internacional;716166,5353
SBFL;2038;Tendencial;Embarque;Internacional;725006,2926
SBFL;2039;Tendencial;Embarque;Internacional;734007,1175
SBFL;2040;Tendencial;Embarque;Internacional;743194,2352
SBFL;2041;Tendencial;Embarque;Internacional;752565,384
SBFL;2042;Tendencial;Embarque;Internacional;762123,8273
SBFL;2043;Tendencial;Embarque;Internacional;771861,2349
SBFL;2044;Tendencial;Embarque;Internacional;781710,3516
SBFL;2045;Tendencial;Embarque;Internacional;791722,67
SBFL;2046;Tendencial;Embarque;Internacional;801544,857
SBFL;2047;Tendencial;Embarque;Internacional;811446,3081
SBFL;2048;Tendencial;Embarque;Internacional;821332,2836
SBFL;2049;Tendencial;Embarque;Internacional;831353,3016
SBFL;2050;Tendencial;Embarque;Internacional;841536,1431
SBFL;2051;Tendencial;Embarque;Internacional;851903,8666
SBFL;2052;Tendencial;Embarque;Internacional;862464,9705
SBFL;2053;Tendencial;Embarque;Internacional;873224,2357
SBFL;2054;Tendencial;Embarque;Internacional;884185,5391
SBKP;2025;Tendencial;Embarque;Internacional;536824,2448
SBKP;2026;Tendencial;Embarque;Internacional;584344,0234
SBKP;2027;Tendencial;Embarque;Internacional;604428,0039
SBKP;2028;Tendencial;Embarque;Internacional;617468,6876
SBKP;2029;Tendencial;Embarque;Internacional;628771,6413
SBKP;2030;Tendencial;Embarque;Internacional;639451,7445
SBKP;2031;Tendencial;Embarque;Internacional;649676,4175
SBKP;2032;Tendencial;Embarque;Internacional;659859,0989
SBKP;2033;Tendencial;Embarque;Internacional;670176,6715
SBKP;2034;Tendencial;Embarque;Internacional;680566,7264
SBKP;2035;Tendencial;Embarque;Internacional;691032,0122
SBKP;2036;Tendencial;Embarque;Internacional;701649,862
SBKP;2037;Tendencial;Embarque;Internacional;712504,6445
SBKP;2038;Tendencial;Embarque;Internacional;723624,9383
SBKP;2039;Tendencial;Embarque;Internacional;734829,1
SBKP;2040;Tendencial;Embarque;Internacional;746320,6929
SBKP;2041;Tendencial;Embarque;Internacional;757951,5442
SBKP;2042;Tendencial;Embarque;Internacional;769682,8143
SBKP;2043;Tendencial;Embarque;Internacional;781614,5073
SBKP;2044;Tendencial;Embarque;Internacional;793701,3469
SBKP;2045;Tendencial;Embarque;Internacional;806101,5484
SBKP;2046;Tendencial;Embarque;Internacional;818566,1587
SBKP;2047;Tendencial;Embarque;Internacional;831200,1166
SBKP;2048;Tendencial;Embarque;Internacional;844062,2387
SBKP;2049;Tendencial;Embarque;Internacional;857061,2548
SBKP;2050;Tendencial;Embarque;Internacional;870176,9872
SBKP;2051;Tendencial;Embarque;Internacional;883449,9951
SBKP;2052;Tendencial;Embarque;Internacional;896889,1994
SBKP;2053;Tendencial;Embarque;Internacional;910496,5178
SBKP;2054;Tendencial;Embarque;Internacional;924274,22
SBRF;2025;Tendencial;Embarque;Internacional;230046,1904
SBRF;2026;Tendencial;Embarque;Internacional;237153,2678
SBRF;2027;Tendencial;Embarque;Internacional;241431,5924
SBRF;2028;Tendencial;Embarque;Internacional;244920,4456
SBRF;2029;Tendencial;Embarque;Internacional;248262,0927
SBRF;2030;Tendencial;Embarque;Internacional;251069,7428
SBRF;2031;Tendencial;Embarque;Internacional;253885,5564
SBRF;2032;Tendencial;Embarque;Internacional;256947,8668
SBRF;2033;Tendencial;Embarque;Internacional;260234,2964
SBRF;2034;Tendencial;Embarque;Internacional;263617,7109
SBRF;2035;Tendencial;Embarque;Internacional;267068,4172
SBRF;2036;Tendencial;Embarque;Internacional;270515,2196
SBRF;2037;Tendencial;Embarque;Internacional;273938,1854
SBRF;2038;Tendencial;Embarque;Internacional;277399,017
SBRF;2039;Tendencial;Embarque;Internacional;280844,6318
SBRF;2040;Tendencial;Embarque;Internacional;284399,0947
SBRF;2041;Tendencial;Embarque;Internacional;288025,1184
SBRF;2042;Tendencial;Embarque;Internacional;291713,3467
SBRF;2043;Tendencial;Embarque;Internacional;295389,0677
SBRF;2044;Tendencial;Embarque;Internacional;299089,0785
SBRF;2045;Tendencial;Embarque;Internacional;302762,8136
SBRF;2046;Tendencial;Embarque;Internacional;306363,2994
SBRF;2047;Tendencial;Embarque;Internacional;309907,5619
SBRF;2048;Tendencial;Embarque;Internacional;313441,505
SBRF;2049;Tendencial;Embarque;Internacional;317008,2769
SBRF;2050;Tendencial;Embarque;Internacional;320542,3871
SBRF;2051;Tendencial;Embarque;Internacional;324104,3378
SBRF;2052;Tendencial;Embarque;Internacional;327710,2155
SBRF;2053;Tendencial;Embarque;Internacional;331365,0958
SBRF;2054;Tendencial;Embarque;Internacional;335071,4085
SBFZ;2025;Tendencial;Embarque;Internacional;233796,7652
SBFZ;2026;Tendencial;Embarque;Internacional;235261,8996
SBFZ;2027;Tendencial;Embarque;Internacional;237850,3117
SBFZ;2028;Tendencial;Embarque;Internacional;240545,3901
SBFZ;2029;Tendencial;Embarque;Internacional;243365,3558
SBFZ;2030;Tendencial;Embarque;Internacional;245704,2212
SBFZ;2031;Tendencial;Embarque;Internacional;248030,4198
SBFZ;2032;Tendencial;Embarque;Internacional;250646,4639
SBFZ;2033;Tendencial;Embarque;Internacional;253487,6018
SBFZ;2034;Tendencial;Embarque;Internacional;256379,2722
SBFZ;2035;Tendencial;Embarque;Internacional;259277,8176
SBFZ;2036;Tendencial;Embarque;Internacional;262181,7357
SBFZ;2037;Tendencial;Embarque;Internacional;265127,4431
SBFZ;2038;Tendencial;Embarque;Internacional;268153,5102
SBFZ;2039;Tendencial;Embarque;Internacional;271087,0901
SBFZ;2040;Tendencial;Embarque;Internacional;274135,9038
SBFZ;2041;Tendencial;Embarque;Internacional;277167,1979
SBFZ;2042;Tendencial;Embarque;Internacional;280146,0003
SBFZ;2043;Tendencial;Embarque;Internacional;283111,594
SBFZ;2044;Tendencial;Embarque;Internacional;286057,7398
SBFZ;2045;Tendencial;Embarque;Internacional;289078,6261
SBFZ;2046;Tendencial;Embarque;Internacional;291980,3929
SBFZ;2047;Tendencial;Embarque;Internacional;294847,3712
SBFZ;2048;Tendencial;Embarque;Internacional;297762,6178
SBFZ;2049;Tendencial;Embarque;Internacional;300674,9665
SBFZ;2050;Tendencial;Embarque;Internacional;303537,5716
SBFZ;2051;Tendencial;Embarque;Internacional;306414,0947
SBFZ;2052;Tendencial;Embarque;Internacional;309320,6191
SBFZ;2053;Tendencial;Embarque;Internacional;312261,382
SBFZ;2054;Tendencial;Embarque;Internacional;315237,7249
SBCF;2025;Tendencial;Embarque;Internacional;275288,0811
SBCF;2026;Tendencial;Embarque;Internacional;312348,7122
SBCF;2027;Tendencial;Embarque;Internacional;323395,1793
SBCF;2028;Tendencial;Embarque;Internacional;330433,0956
SBCF;2029;Tendencial;Embarque;Internacional;336444,3868
SBCF;2030;Tendencial;Embarque;Internacional;341815,8536
SBCF;2031;Tendencial;Embarque;Internacional;347250,3026
SBCF;2032;Tendencial;Embarque;Internacional;353017,8642
SBCF;2033;Tendencial;Embarque;Internacional;359057,0296
SBCF;2034;Tendencial;Embarque;Internacional;365252,5998
SBCF;2035;Tendencial;Embarque;Internacional;371578,3514
SBCF;2036;Tendencial;Embarque;Internacional;377974,9402
SBCF;2037;Tendencial;Embarque;Internacional;384425,9171
SBCF;2038;Tendencial;Embarque;Internacional;390983,5258
SBCF;2039;Tendencial;Embarque;Internacional;397603,7024
SBCF;2040;Tendencial;Embarque;Internacional;404391,4403
SBCF;2041;Tendencial;Embarque;Internacional;411316,8732
SBCF;2042;Tendencial;Embarque;Internacional;418374,2706
SBCF;2043;Tendencial;Embarque;Internacional;425503,5125
SBCF;2044;Tendencial;Embarque;Internacional;432739,2383
SBCF;2045;Tendencial;Embarque;Internacional;440041,8176
SBCF;2046;Tendencial;Embarque;Internacional;447286,7235
SBCF;2047;Tendencial;Embarque;Internacional;454553,9379
SBCF;2048;Tendencial;Embarque;Internacional;461902,3827
SBCF;2049;Tendencial;Embarque;Internacional;469373,9245
SBCF;2050;Tendencial;Embarque;Internacional;476917,2375
SBCF;2051;Tendencial;Embarque;Internacional;484585,5052
SBCF;2052;Tendencial;Embarque;Internacional;492394,4143
SBCF;2053;Tendencial;Embarque;Internacional;500350,0703
SBCF;2054;Tendencial;Embarque;Internacional;508456,223
SBSV;2025;Tendencial;Embarque;Internacional;282969,6882
SBSV;2026;Tendencial;Embarque;Internacional;285834,6277
SBSV;2027;Tendencial;Embarque;Internacional;289105,8952
SBSV;2028;Tendencial;Embarque;Internacional;292218,5437
SBSV;2029;Tendencial;Embarque;Internacional;295324,5767
SBSV;2030;Tendencial;Embarque;Internacional;297951,0473
SBSV;2031;Tendencial;Embarque;Internacional;300592,9547
SBSV;2032;Tendencial;Embarque;Internacional;303459,6409
SBSV;2033;Tendencial;Embarque;Internacional;306534,776
SBSV;2034;Tendencial;Embarque;Internacional;309696,505
SBSV;2035;Tendencial;Embarque;Internacional;312937,2934
SBSV;2036;Tendencial;Embarque;Internacional;316175,8466
SBSV;2037;Tendencial;Embarque;Internacional;319387,7661
SBSV;2038;Tendencial;Embarque;Internacional;322628,8467
SBSV;2039;Tendencial;Embarque;Internacional;325845,7771
SBSV;2040;Tendencial;Embarque;Internacional;329158,2237
SBSV;2041;Tendencial;Embarque;Internacional;332529,6964
SBSV;2042;Tendencial;Embarque;Internacional;335952,1339
SBSV;2043;Tendencial;Embarque;Internacional;339359,2535
SBSV;2044;Tendencial;Embarque;Internacional;342774,2094
SBSV;2045;Tendencial;Embarque;Internacional;346162,9975
SBSV;2046;Tendencial;Embarque;Internacional;349477,9951
SBSV;2047;Tendencial;Embarque;Internacional;352740,536
SBSV;2048;Tendencial;Embarque;Internacional;355969,4973
SBSV;2049;Tendencial;Embarque;Internacional;359223,3449
SBSV;2050;Tendencial;Embarque;Internacional;362445,7345
SBSV;2051;Tendencial;Embarque;Internacional;365695,118
SBSV;2052;Tendencial;Embarque;Internacional;368986,7457
SBSV;2053;Tendencial;Embarque;Internacional;372325,0326
SBSV;2054;Tendencial;Embarque;Internacional;375711,7171
SBBR;2025;Tendencial;Embarque;Internacional;436278,6072
SBBR;2026;Tendencial;Embarque;Internacional;466828,7994
SBBR;2027;Tendencial;Embarque;Internacional;481444,0861
SBBR;2028;Tendencial;Embarque;Internacional;491231,7876
SBBR;2029;Tendencial;Embarque;Internacional;499816,6797
SBBR;2030;Tendencial;Embarque;Internacional;507825,5719
SBBR;2031;Tendencial;Embarque;Internacional;515777,8464
SBBR;2032;Tendencial;Embarque;Internacional;523966,2218
SBBR;2033;Tendencial;Embarque;Internacional;532416,3854
SBBR;2034;Tendencial;Embarque;Internacional;541047,3095
SBBR;2035;Tendencial;Embarque;Internacional;549813,1864
SBBR;2036;Tendencial;Embarque;Internacional;558663,7165
SBBR;2037;Tendencial;Embarque;Internacional;567603,628
SBBR;2038;Tendencial;Embarque;Internacional;576660,1624
SBBR;2039;Tendencial;Embarque;Internacional;585787,3299
SBBR;2040;Tendencial;Embarque;Internacional;595101,3237
SBBR;2041;Tendencial;Embarque;Internacional;604577,3666
SBBR;2042;Tendencial;Embarque;Internacional;614212,5816
SBBR;2043;Tendencial;Embarque;Internacional;623958,333
SBBR;2044;Tendencial;Embarque;Internacional;633832,2675
SBBR;2045;Tendencial;Embarque;Internacional;643804,3247
SBBR;2046;Tendencial;Embarque;Internacional;653755,2146
SBBR;2047;Tendencial;Embarque;Internacional;663765,652
SBBR;2048;Tendencial;Embarque;Internacional;673867,8144
SBBR;2049;Tendencial;Embarque;Internacional;684123,2681
